mod_id,type,unlocalized_key,guessed_id_UNVERIFIED,display_name
lolidimensions,tile,violecite_brick_chiseled,lolidimensions:violecite_brick_chiseled,Chiseled Essexite Brick
lolidimensions,tile,violecite_pillar,lolidimensions:violecite_pillar,Essexite Pillar
lolidimensions,tile,mushroom_tree_planks,lolidimensions:mushroom_tree_planks,Mushroom Tree Planks
lolidimensions,tile,mushroom_tree_planks_stairs,lolidimensions:mushroom_tree_planks_stairs,Mushroom Tree Stairs
lolidimensions,tile,mushroom_tree_planks_slab,lolidimensions:mushroom_tree_planks_slab,Mushroom Tree Slab
lolidimensions,tile,mushroom_tree_planks_fence,lolidimensions:mushroom_tree_planks_fence,Mushroom Tree Fence
lolidimensions,tile,mushroom_tree_planks_mossy,lolidimensions:mushroom_tree_planks_mossy,Mossy Mushroom Tree Planks
lolidimensions,tile,mushroom_tree_planks_mossy_stairs,lolidimensions:mushroom_tree_planks_mossy_stairs,Mossy Mushroom Tree Stairs
lolidimensions,tile,mushroom_tree_planks_mossy_slab,lolidimensions:mushroom_tree_planks_mossy_slab,Mossy Mushroom Tree Slab
lolidimensions,tile,mushroom_tree_planks_chiseled,lolidimensions:mushroom_tree_planks_chiseled,Chiseled Mushroom Tree Planks
lolidimensions,tile,mushroom_tree_hymenophore_chiseled,lolidimensions:mushroom_tree_hymenophore_chiseled,Chiseled Mushroom Hymenophore
lolidimensions,tile,pythadron_planks,lolidimensions:pythadron_planks,Fractal Wood Planks
lolidimensions,tile,pythadron_planks_stairs,lolidimensions:pythadron_planks_stairs,Fractal Wood Stairs
lolidimensions,tile,pythadron_planks_slab,lolidimensions:pythadron_planks_slab,Fractal Wood Slab
lolidimensions,tile,pythadron_planks_fence,lolidimensions:pythadron_planks_fence,Fractal Wood Fence
lolidimensions,tile,pythadron_planks_mossy,lolidimensions:pythadron_planks_mossy,Mossy Fractal Wood Planks
lolidimensions,tile,pythadron_planks_mossy_stairs,lolidimensions:pythadron_planks_mossy_stairs,Mossy Fractal Wood Stairs
lolidimensions,tile,pythadron_planks_mossy_slab,lolidimensions:pythadron_planks_mossy_slab,Mossy Fractal Wood Slab
lolidimensions,tile,pythadron_planks_chiseled,lolidimensions:pythadron_planks_chiseled,Chiseled Fractal Wood Planks
lolidimensions,tile,lacugrove_planks,lolidimensions:lacugrove_planks,Astral Wood Planks
lolidimensions,tile,lacugrove_planks_stairs,lolidimensions:lacugrove_planks_stairs,Astral Wood Stairs
lolidimensions,tile,lacugrove_planks_slab,lolidimensions:lacugrove_planks_slab,Astral Wood Slab
lolidimensions,tile,lacugrove_planks_fence,lolidimensions:lacugrove_planks_fence,Astral Wood Fence
lolidimensions,tile,lacugrove_planks_mossy,lolidimensions:lacugrove_planks_mossy,Mossy Astral Wood Planks
lolidimensions,tile,lacugrove_planks_mossy_stairs,lolidimensions:lacugrove_planks_mossy_stairs,Mossy Astral Wood Stairs
lolidimensions,tile,lacugrove_planks_mossy_slab,lolidimensions:lacugrove_planks_mossy_slab,Mossy Astral Wood Slab
lolidimensions,tile,lacugrove_planks_chiseled,lolidimensions:lacugrove_planks_chiseled,Chiseled Astral Wood Planks
lolidimensions,tile,dragon_tree_planks,lolidimensions:dragon_tree_planks,Umbral Wood Planks
lolidimensions,tile,dragon_tree_planks_stairs,lolidimensions:dragon_tree_planks_stairs,Umbral Wood Stairs
lolidimensions,tile,dragon_tree_planks_slab,lolidimensions:dragon_tree_planks_slab,Umbral Wood Slab
lolidimensions,tile,dragon_tree_planks_fence,lolidimensions:dragon_tree_planks_fence,Umbral Wood Fence
lolidimensions,tile,dragon_tree_planks_mossy,lolidimensions:dragon_tree_planks_mossy,Mossy Umbral Wood Planks
lolidimensions,tile,dragon_tree_planks_mossy_stairs,lolidimensions:dragon_tree_planks_mossy_stairs,Mossy Umbral Wood Stairs
lolidimensions,tile,dragon_tree_planks_mossy_slab,lolidimensions:dragon_tree_planks_mossy_slab,Mossy Umbral Wood Slab
lolidimensions,tile,dragon_tree_planks_chiseled,lolidimensions:dragon_tree_planks_chiseled,Chiseled Umbral Wood Planks
lolidimensions,tile,tenanea_planks,lolidimensions:tenanea_planks,Ascended Wood Planks
lolidimensions,tile,tenanea_planks_stairs,lolidimensions:tenanea_planks_stairs,Ascended Wood Stairs
lolidimensions,tile,tenanea_planks_slab,lolidimensions:tenanea_planks_slab,Ascended Wood Slab
lolidimensions,tile,tenanea_planks_fence,lolidimensions:tenanea_planks_fence,Ascended Wood Fence
lolidimensions,tile,tenanea_planks_mossy,lolidimensions:tenanea_planks_mossy,Mossy Ascended Wood Planks
lolidimensions,tile,tenanea_planks_mossy_stairs,lolidimensions:tenanea_planks_mossy_stairs,Mossy Ascended Wood Stairs
lolidimensions,tile,tenanea_planks_mossy_slab,lolidimensions:tenanea_planks_mossy_slab,Mossy Ascended Wood Slab
lolidimensions,tile,tenanea_planks_chiseled,lolidimensions:tenanea_planks_chiseled,Chiseled Ascended Wood Planks
lolidimensions,tile,lucernia_planks,lolidimensions:lucernia_planks,Temperate Wood Planks
lolidimensions,tile,lucernia_planks_stairs,lolidimensions:lucernia_planks_stairs,Temperate Wood Stairs
lolidimensions,tile,lucernia_planks_slab,lolidimensions:lucernia_planks_slab,Temperate Wood Slab
lolidimensions,tile,lucernia_planks_fence,lolidimensions:lucernia_planks_fence,Temperate Wood Fence
lolidimensions,tile,lucernia_planks_mossy,lolidimensions:lucernia_planks_mossy,Mossy Temperate Wood Planks
lolidimensions,tile,lucernia_planks_mossy_stairs,lolidimensions:lucernia_planks_mossy_stairs,Mossy Temperate Wood Stairs
lolidimensions,tile,lucernia_planks_mossy_slab,lolidimensions:lucernia_planks_mossy_slab,Mossy Temperate Wood Slab
lolidimensions,tile,lucernia_planks_chiseled,lolidimensions:lucernia_planks_chiseled,Chiseled Temperate Wood Planks
lolidimensions,tile,arcanite_bars,lolidimensions:arcanite_bars,Arcanite Bars
lolidimensions,tile,crystal_candelabra,lolidimensions:crystal_candelabra,Crystal Candelabra
lolidimensions,tile,amber_mushroom_lantern,lolidimensions:amber_mushroom_lantern,Amber Mushroom Lantern
lolidimensions,tile,glowstone_floating_lantern_0,lolidimensions:glowstone_floating_lantern_0,Glowstone Floating Lantern
lolidimensions,tile,glowstone_floating_lantern_1,lolidimensions:glowstone_floating_lantern_1,Glowstone Floating Lantern (Unbreakable)
lolidimensions,tile,arcanite_floating_lantern_0,lolidimensions:arcanite_floating_lantern_0,Arcanite Floating Lantern
lolidimensions,tile,arcanite_floating_lantern_1,lolidimensions:arcanite_floating_lantern_1,Arcanite Floating Lantern (Unbreakable)
lolidimensions,tile,amber_floating_lantern_0,lolidimensions:amber_floating_lantern_0,Amber Floating Lantern
lolidimensions,tile,amber_floating_lantern_1,lolidimensions:amber_floating_lantern_1,Amber Floating Lantern (Unbreakable)
lolidimensions,tile,aurora_floating_lantern_0,lolidimensions:aurora_floating_lantern_0,Aurora Floating Lantern
lolidimensions,tile,aurora_floating_lantern_1,lolidimensions:aurora_floating_lantern_1,Aurora Floating Lantern (Unbreakable)
lolidimensions,tile,archangel_boss_trophy,lolidimensions:archangel_boss_trophy,Archangel Trophy
lolidimensions,tile,wither_boss_trophy,lolidimensions:wither_boss_trophy,Usurper Trophy
lolidimensions,tile,ender_dragon_boss_trophy,lolidimensions:ender_dragon_boss_trophy,Ender Dragon Trophy
lolidimensions,tile,chaos_dragon_boss_trophy,lolidimensions:chaos_dragon_boss_trophy,Chaos Dragon Trophy
lolidimensions,tile,ice_dragon_boss_trophy,lolidimensions:ice_dragon_boss_trophy,Ice Dragon Trophy
lolidimensions,tile,fire_dragon_boss_trophy,lolidimensions:fire_dragon_boss_trophy,Fire Dragon Trophy
lolidimensions,tile,infinity_dragon_boss_trophy,lolidimensions:infinity_dragon_boss_trophy,Infinity Dragon Trophy
lolidimensions,tile,demonic_infinity_dragon_boss_trophy,lolidimensions:demonic_infinity_dragon_boss_trophy,Demonic Infinity Dragon Trophy
lolidimensions,tile,end_draconium_ore,lolidimensions:end_draconium_ore,Draconium Ore
lolidimensions,tile,arcanite_ore,lolidimensions:arcanite_ore,Arcanite Ore
lolidimensions,tile,chaotic_ore,lolidimensions:chaotic_ore,Chaotic Ore
lolidimensions,tile,draconium_block,lolidimensions:draconium_block,Draconium Block
lolidimensions,tile,charged_draconium_block,lolidimensions:charged_draconium_block,Charged Draconium Block
lolidimensions,tile,arcanite_block,lolidimensions:arcanite_block,Arcanite Block
lolidimensions,tile,end_portal_frame,lolidimensions:end_portal_frame,End Portal Frame
lolidimensions,tile,end_portal_slot,lolidimensions:end_portal_slot,End Portal Slot
lolidimensions,tile,end_portal_core,lolidimensions:end_portal_core,End Portal
lolidimensions,tile,end_portal_part,lolidimensions:end_portal_part,End Portal
lolidimensions,tile,dragon_rock,lolidimensions:dragon_rock,Dragon Rock
lolidimensions,tile,dragon_gate_plating,lolidimensions:dragon_gate_plating,Dragon Tiling
lolidimensions,tile,dragon_gate_plating_stairs,lolidimensions:dragon_gate_plating_stairs,Dragon Tiling Stairs
lolidimensions,tile,dragon_gate_plating_slab,lolidimensions:dragon_gate_plating_slab,Dragon Tiling Slab
lolidimensions,tile,dragon_gate_plating_fence,lolidimensions:dragon_gate_plating_fence,Dragon Fence
lolidimensions,tile,dragon_gate_plating_ornate,lolidimensions:dragon_gate_plating_ornate,Ornate Dragon Brick
lolidimensions,tile,dragon_gate_plating_solid,lolidimensions:dragon_gate_plating_solid,Dragon Brick
lolidimensions,tile,dragon_gate_plating_solid_stairs,lolidimensions:dragon_gate_plating_solid_stairs,Dragon Brick Stairs
lolidimensions,tile,dragon_gate_plating_solid_slab,lolidimensions:dragon_gate_plating_solid_slab,Dragon Brick Slab
lolidimensions,tile,dragon_gate_plating_solid_wall,lolidimensions:dragon_gate_plating_solid_wall,Dragon Wall
lolidimensions,tile,dragon_gate_plating_smooth,lolidimensions:dragon_gate_plating_smooth,Smooth Dragon Brick
lolidimensions,tile,dragon_gate_plating_smooth_stairs,lolidimensions:dragon_gate_plating_smooth_stairs,Smooth Dragon Brick Stairs
lolidimensions,tile,dragon_gate_plating_smooth_slab,lolidimensions:dragon_gate_plating_smooth_slab,Smooth Dragon Brick Slab
lolidimensions,tile,dragon_gate_plating_pillar,lolidimensions:dragon_gate_plating_pillar,Dragon Pillar
lolidimensions,tile,dragon_chain,lolidimensions:dragon_chain,Dragon Chain
lolidimensions,tile,ethereal_rock,lolidimensions:ethereal_rock,Ethereal Rock
lolidimensions,tile,ethereal_grass,lolidimensions:ethereal_grass,Ethereal Grass
lolidimensions,tile,dragon_rock_unbreakable,lolidimensions:dragon_rock_unbreakable,Dragon Rock (Unbreakable)
lolidimensions,tile,dragon_gate_plating_unbreakable,lolidimensions:dragon_gate_plating_unbreakable,Dragon Tiling (Unbreakable)
lolidimensions,tile,dragon_gate_plating_unbreakable_stairs,lolidimensions:dragon_gate_plating_unbreakable_stairs,Dragon Tiling Stairs (Unbreakable)
lolidimensions,tile,dragon_gate_plating_unbreakable_slab,lolidimensions:dragon_gate_plating_unbreakable_slab,Dragon Tiling Slab (Unbreakable)
lolidimensions,tile,dragon_gate_plating_unbreakable_fence,lolidimensions:dragon_gate_plating_unbreakable_fence,Dragon Fence (Unbreakable)
lolidimensions,tile,dragon_gate_plating_ornate_unbreakable,lolidimensions:dragon_gate_plating_ornate_unbreakable,Ornate Dragon Brick (Unbreakable)
lolidimensions,tile,dragon_gate_plating_solid_unbreakable,lolidimensions:dragon_gate_plating_solid_unbreakable,Dragon Brick (Unbreakable)
lolidimensions,tile,dragon_gate_plating_solid_unbreakable_stairs,lolidimensions:dragon_gate_plating_solid_unbreakable_stairs,Dragon Brick Stairs (Unbreakable)
lolidimensions,tile,dragon_gate_plating_solid_unbreakable_slab,lolidimensions:dragon_gate_plating_solid_unbreakable_slab,Dragon Brick Slab (Unbreakable)
lolidimensions,tile,dragon_gate_plating_solid_unbreakable_wall,lolidimensions:dragon_gate_plating_solid_unbreakable_wall,Dragon Wall (Unbreakable)
lolidimensions,tile,dragon_gate_plating_smooth_unbreakable,lolidimensions:dragon_gate_plating_smooth_unbreakable,Smooth Dragon Brick (Unbreakable)
lolidimensions,tile,dragon_gate_plating_smooth_unbreakable_stairs,lolidimensions:dragon_gate_plating_smooth_unbreakable_stairs,Smooth Dragon Brick Stairs (Unbreakable)
lolidimensions,tile,dragon_gate_plating_smooth_unbreakable_slab,lolidimensions:dragon_gate_plating_smooth_unbreakable_slab,Smooth Dragon Brick Slab (Unbreakable)
lolidimensions,tile,dragon_gate_plating_pillar_unbreakable,lolidimensions:dragon_gate_plating_pillar_unbreakable,Dragon Pillar (Unbreakable)
lolidimensions,tile,dragon_chain_unbreakable,lolidimensions:dragon_chain_unbreakable,Dragon Chain (Unbreakable)
lolidimensions,tile,ethereal_rock_unbreakable,lolidimensions:ethereal_rock_unbreakable,Ethereal Rock (Unbreakable)
lolidimensions,tile,ethereal_grass_unbreakable,lolidimensions:ethereal_grass_unbreakable,Ethereal Grass (Unbreakable)
lolidimensions,tile,dragon_gate_barrier,lolidimensions:dragon_gate_barrier,Dragon Barrier
lolidimensions,tile,dragon_gate_wall_0,lolidimensions:dragon_gate_wall_0,Dragon Gate Slot
lolidimensions,tile,dragon_gate_wall_1,lolidimensions:dragon_gate_wall_1,Dragon Gate Wall
lolidimensions,tile,dragon_gate_wall_2,lolidimensions:dragon_gate_wall_2,Unseen Dragon Gate Slot
lolidimensions,tile,dragon_gate_wall_3,lolidimensions:dragon_gate_wall_3,Unseen Dragon Gate Wall
lolidimensions,tile,dragon_gate_cannon,lolidimensions:dragon_gate_cannon,Dragon Gate Cannon
lolidimensions,tile,dragon_gate_crystal,lolidimensions:dragon_gate_crystal,Dragon Gate Crystal
lolidimensions,tile,dragon_gate_master_block,lolidimensions:dragon_gate_master_block,Dragon Gate Core
lolidimensions,tile,awakened_draconium_block,lolidimensions:awakened_draconium_block,Awakened Draconium Block
lolidimensions,tile,chaotic_draconium_block,lolidimensions:chaotic_draconium_block,Chaotic Draconium Block
lolidimensions,tile,awakened_chaotic_draconium_block,lolidimensions:awakened_chaotic_draconium_block,Awakened Chaotic Draconium Block
lolidimensions,tile,ice_draconium_block,lolidimensions:ice_draconium_block,Ice Draconium Block
lolidimensions,tile,awakened_ice_draconium_block,lolidimensions:awakened_ice_draconium_block,Awakened Ice Draconium Block
lolidimensions,tile,fire_draconium_block,lolidimensions:fire_draconium_block,Fire Draconium Block
lolidimensions,tile,awakened_fire_draconium_block,lolidimensions:awakened_fire_draconium_block,Awakened Fire Draconium Block
lolidimensions,tile,infinity_draconium_block,lolidimensions:infinity_draconium_block,Infinity Draconium Block
lolidimensions,tile,awakened_infinity_draconium_block,lolidimensions:awakened_infinity_draconium_block,Awakened Infinity Draconium Block
lolidimensions,tile,demonic_infinity_draconium_block,lolidimensions:demonic_infinity_draconium_block,Demonic Infinity Draconium Block
lolidimensions,tile,awakened_demonic_infinity_draconium_block,lolidimensions:awakened_demonic_infinity_draconium_block,Awakened Demonic Infinity Draconium Block
lolidimensions,tile,dragon_summon_pedestal_0,lolidimensions:dragon_summon_pedestal_0,Dragon Summon Pedestal
lolidimensions,tile,dragon_summon_pedestal_1,lolidimensions:dragon_summon_pedestal_1,Chicken Summon Pedestal
lolidimensions,tile,dragon_dungeon_exit_core,lolidimensions:dragon_dungeon_exit_core,Dragon Dungeon Exit
lolidimensions,tile,nuclear_fire,lolidimensions:nuclear_fire,Nuclear Fire
lolidimensions,tile,dirt,lolidimensions:dirt,Earth
lolidimensions,tile,sunny_grass,lolidimensions:sunny_grass,Sunny Grass
lolidimensions,tile,sunny_tall_grass,lolidimensions:sunny_tall_grass,Tall Sunny Grass
lolidimensions,tile,sunny_dense_grass,lolidimensions:sunny_dense_grass,Dense Sunny Grass
lolidimensions,tile,sunny_double_grass,lolidimensions:sunny_double_grass,Double Sunny Grass
lolidimensions,tile,moon_grass,lolidimensions:moon_grass,Moonlit Grass
lolidimensions,tile,moon_tall_grass,lolidimensions:moon_tall_grass,Tall Moonlit Grass
lolidimensions,tile,moon_dense_grass,lolidimensions:moon_dense_grass,Dense Moonlit Grass
lolidimensions,tile,moon_double_grass,lolidimensions:moon_double_grass,Double Moonlit Grass
lolidimensions,tile,ancient_spawner,lolidimensions:ancient_spawner,Ancient Spawner
lolidimensions,tile,terracotta_bricks,lolidimensions:terracotta_bricks,Terracotta Bricks
lolidimensions,tile,terracotta_bricks_slab,lolidimensions:terracotta_bricks_slab,Terracotta Bricks Slab
lolidimensions,tile,eternal_planks,lolidimensions:eternal_planks,Eternal Wood Planks
lolidimensions,tile,eternal_planks_fence,lolidimensions:eternal_planks_fence,Eternal Wood Fence
lolidimensions,tile,eternal_planks_stairs,lolidimensions:eternal_planks_stairs,Eternal Wood Stairs
lolidimensions,tile,eternal_planks_slab,lolidimensions:eternal_planks_slab,Eternal Wood Slab
lolidimensions,tile,eternal_planks_gate,lolidimensions:eternal_planks_gate,Eternal Wood Gate
lolidimensions,tile,amber_leaves_0,lolidimensions:amber_leaves_0,Amber Leaves
lolidimensions,tile,spectral_leaves_0,lolidimensions:spectral_leaves_0,Spectral Leaves
lolidimensions,tile,amber_sapling,lolidimensions:amber_sapling,Amber Sapling
lolidimensions,tile,spectral_sapling,lolidimensions:spectral_sapling,Spectral Sapling
lolidimensions,tile,glass,lolidimensions:glass,Glass
lolidimensions,tile,glass_panel,lolidimensions:glass_panel,Glass Panel
lolidimensions,tile,spider_web,lolidimensions:spider_web,Spider Web
lolidimensions,tile,bookshelf,lolidimensions:bookshelf,Bookshelf
lolidimensions,tile,torch,lolidimensions:torch,Torch
lolidimensions,tile,wooden_ladder,lolidimensions:wooden_ladder,Wooden Ladder
lolidimensions,tile,wooden_trapdoor,lolidimensions:wooden_trapdoor,Wooden Trapdor
lolidimensions,tile,wooden_door,lolidimensions:wooden_door,Wooden Door
lolidimensions,tile,iron_door,lolidimensions:iron_door,Iron Door
lolidimensions,tile,iron_bars,lolidimensions:iron_bars,Iron Bars
lolidimensions,tile,dragon_egg,lolidimensions:dragon_egg,Dragon Egg
lolidimensions,tile,infernal_hive,lolidimensions:infernal_hive,Infernal Hive
lolidimensions,tile,resonant_hive,lolidimensions:resonant_hive,Resonant Hive
lolidimensions,tile,oblivion_hive,lolidimensions:oblivion_hive,Oblivion Hive
lolidimensions,tile,rock_hive,lolidimensions:rock_hive,Rocky Hive
lolidimensions,tile,water_hive,lolidimensions:water_hive,Aquatic Hive
lolidimensions,tile,swamp_hive,lolidimensions:swamp_hive,Swamp Hive
lolidimensions,tile,forest_hive,lolidimensions:forest_hive,Forest Hive
lolidimensions,tile,meadow_hive,lolidimensions:meadow_hive,Meadow Hive
lolidimensions,tile,enchanted_hive,lolidimensions:enchanted_hive,Enchanted Hive
lolidimensions,tile,deep_hive,lolidimensions:deep_hive,Deep Hive
lolidimensions,tile,desert_hive,lolidimensions:desert_hive,Desert Hive
lolidimensions,tile,tropical_hive,lolidimensions:tropical_hive,Tropical Hive
lolidimensions,tile,snow_hive,lolidimensions:snow_hive,Frozen Hive
lolidimensions,tile,dry_grass_sheaf,lolidimensions:dry_grass_sheaf,Dry Grass Sheaf
lolidimensions,tile,ancient_chest_0,lolidimensions:ancient_chest_0,Ancient Chest
lolidimensions,tile,ancient_chest_1,lolidimensions:ancient_chest_1,Ancient Chest (Underground Treasure)
lolidimensions,tile,ancient_chest_2,lolidimensions:ancient_chest_2,Ancient Chest (Desert Treasure)
lolidimensions,tile,ancient_chest_3,lolidimensions:ancient_chest_3,Ancient Chest (Enigmatic Treasure)
lolidimensions,tile,campfire_0,lolidimensions:campfire_0,Campfire (Unlit)
lolidimensions,tile,campfire_1,lolidimensions:campfire_1,Campfire (Lit)
lolidimensions,tile,campfire_2,lolidimensions:campfire_2,Campfire (Extinguished)
lolidimensions,tile,node_altar_core,lolidimensions:node_altar_core,Node Altar Core
lolidimensions,tile,proto_aura_node,lolidimensions:proto_aura_node,Aura Node
lolidimensions,tile,aura_emitter,lolidimensions:aura_emitter,Aura Emitter
lolidimensions,tile,ancient_altar_core,lolidimensions:ancient_altar_core,Ancient Altar Core
lolidimensions,tile,ancient_altar_corner,lolidimensions:ancient_altar_corner,Ancient Altar
lolidimensions,tile,ancient_altar_pillar,lolidimensions:ancient_altar_pillar,Ancient Altar
lolidimensions,tile,ancient_altar_pillar,lolidimensions:ancient_altar_pillar,Ancient Altar Pillar
lolidimensions,tile,ancient_altar_pillar_collision,lolidimensions:ancient_altar_pillar_collision,Ancient Altar Pillar
lolidimensions,tile,ancient_altar_crystal,lolidimensions:ancient_altar_crystal,Enigmatic Crystal
lolidimensions,tile,ancient_altar_crystal_collision,lolidimensions:ancient_altar_crystal_collision,Enigmatic Crystal
lolidimensions,tile,ancient_altar_platform_collision_0,lolidimensions:ancient_altar_platform_collision_0,Ancient Altar
lolidimensions,tile,ancient_altar_platform_collision_1,lolidimensions:ancient_altar_platform_collision_1,Ancient Altar
lolidimensions,tile,ancient_altar_platform_collision_2,lolidimensions:ancient_altar_platform_collision_2,Ancient Altar
lolidimensions,tile,starlit_glass,lolidimensions:starlit_glass,Starlit Glass
lolidimensions,tile,star_lantern,lolidimensions:star_lantern,Star Lantern
lolidimensions,tile,terra_rock,lolidimensions:terra_rock,Ancient Rock
lolidimensions,tile,granite,lolidimensions:granite,Granite
lolidimensions,tile,marble,lolidimensions:marble,Marble
lolidimensions,tile,basalt,lolidimensions:basalt,Basalt
lolidimensions,tile,peridotite,lolidimensions:peridotite,Peridotite Pebbles
lolidimensions,tile,kimberlite,lolidimensions:kimberlite,Kimberlite Pebbles
lolidimensions,tile,terra_rock_pebbles,lolidimensions:terra_rock_pebbles,Ancient Rock Pebbles
lolidimensions,tile,granite_pebbles,lolidimensions:granite_pebbles,Granite Pebbles
lolidimensions,tile,marble_pebbles,lolidimensions:marble_pebbles,Marble Pebbles
lolidimensions,tile,basalt_pebbles,lolidimensions:basalt_pebbles,Basalt Pebbles
lolidimensions,tile,peridotite_pebbles,lolidimensions:peridotite_pebbles,Peridotite Pebbles
lolidimensions,tile,kimberlite_pebbles,lolidimensions:kimberlite_pebbles,Kimberlite Pebbles
lolidimensions,tile,terra_rock_boulders,lolidimensions:terra_rock_boulders,Ancient Rock Boulders
lolidimensions,tile,granite_boulders,lolidimensions:granite_boulders,Granite Boulders
lolidimensions,tile,marble_boulders,lolidimensions:marble_boulders,Marble Boulders
lolidimensions,tile,basalt_boulders,lolidimensions:basalt_boulders,Basalt Boulders
lolidimensions,tile,peridotite_boulders,lolidimensions:peridotite_boulders,Peridotite Boulders
lolidimensions,tile,kimberlite_boulders,lolidimensions:kimberlite_boulders,Kimberlite Boulders
lolidimensions,tile,terra_rock_stalactite,lolidimensions:terra_rock_stalactite,Ancient Rock Stalactite
lolidimensions,tile,granite_stalactite,lolidimensions:granite_stalactite,Granite Stalactite
lolidimensions,tile,marble_stalactite,lolidimensions:marble_stalactite,Marble Stalactite
lolidimensions,tile,basalt_stalactite,lolidimensions:basalt_stalactite,Basalt Stalactite
lolidimensions,tile,peridotite_stalactite,lolidimensions:peridotite_stalactite,Peridotite Stalactite
lolidimensions,tile,kimberlite_stalactite,lolidimensions:kimberlite_stalactite,Kimberlite Stalactite
lolidimensions,tile,terra_gravel,lolidimensions:terra_gravel,Gravel
lolidimensions,tile,terra_clay,lolidimensions:terra_clay,Clay
lolidimensions,tile,forest_stick,lolidimensions:forest_stick,Stick
lolidimensions,tile,swamp_sand,lolidimensions:swamp_sand,Muddy Sand
lolidimensions,tile,terra_vines,lolidimensions:terra_vines,Vines
lolidimensions,tile,meadow_soil,lolidimensions:meadow_soil,Meadow Soil
lolidimensions,tile,chestnut_soil,lolidimensions:chestnut_soil,Chestnut Soil
lolidimensions,tile,swamp_soil,lolidimensions:swamp_soil,Swamp Soil
lolidimensions,tile,forest_soil,lolidimensions:forest_soil,Forest Soil
lolidimensions,tile,enchanted_soil,lolidimensions:enchanted_soil,Enchanted Soil
lolidimensions,tile,dried_soil,lolidimensions:dried_soil,Dry Soil
lolidimensions,tile,frozen_soil,lolidimensions:frozen_soil,Frozen Soil
lolidimensions,tile,meadow_soil_rich,lolidimensions:meadow_soil_rich,Fertile Meadow Soil
lolidimensions,tile,chestnut_soil_rich,lolidimensions:chestnut_soil_rich,Fertile Chestnut Soil
lolidimensions,tile,swamp_soil_rich,lolidimensions:swamp_soil_rich,Fertile Swamp Soil
lolidimensions,tile,forest_soil_rich,lolidimensions:forest_soil_rich,Fertile Forest Soil
lolidimensions,tile,enchanted_soil_rich,lolidimensions:enchanted_soil_rich,Fertile Enchanted Soil
lolidimensions,tile,dried_soil_rich,lolidimensions:dried_soil_rich,Fertile Dry Soil
lolidimensions,tile,frozen_soil_rich,lolidimensions:frozen_soil_rich,Fertile Frozen Soil
lolidimensions,tile,meadow_grass,lolidimensions:meadow_grass,Meadow Grass
lolidimensions,tile,chestnut_grass,lolidimensions:chestnut_grass,Chestnut Grass
lolidimensions,tile,swamp_grass,lolidimensions:swamp_grass,Swamp Grass
lolidimensions,tile,forest_grass,lolidimensions:forest_grass,Forest Grass
lolidimensions,tile,enchanted_grass,lolidimensions:enchanted_grass,Enchanted Grass
lolidimensions,tile,dried_grass,lolidimensions:dried_grass,Dry Grass
lolidimensions,tile,frozen_grass,lolidimensions:frozen_grass,Frozen Grass
lolidimensions,tile,meadow_grass_rich,lolidimensions:meadow_grass_rich,Fertile Meadow Grass
lolidimensions,tile,chestnut_grass_rich,lolidimensions:chestnut_grass_rich,Fertile Chestnut Grass
lolidimensions,tile,swamp_grass_rich,lolidimensions:swamp_grass_rich,Fertile Swamp Grass
lolidimensions,tile,forest_grass_rich,lolidimensions:forest_grass_rich,Fertile Forest Grass
lolidimensions,tile,enchanted_grass_rich,lolidimensions:enchanted_grass_rich,Fertile Enchanted Grass
lolidimensions,tile,dried_grass_rich,lolidimensions:dried_grass_rich,Fertile Dry Grass
lolidimensions,tile,frozen_grass_rich,lolidimensions:frozen_grass_rich,Fertile Frozen Grass
lolidimensions,tile,meadow_soil_tilled,lolidimensions:meadow_soil_tilled,Meadow Farmland
lolidimensions,tile,chestnut_soil_tilled,lolidimensions:chestnut_soil_tilled,Chestnut Farmland
lolidimensions,tile,swamp_soil_tilled,lolidimensions:swamp_soil_tilled,Swamp Farmland
lolidimensions,tile,forest_soil_tilled,lolidimensions:forest_soil_tilled,Forest Farmland
lolidimensions,tile,enchanted_soil_tilled,lolidimensions:enchanted_soil_tilled,Enchanted Farmland
lolidimensions,tile,dried_soil_tilled,lolidimensions:dried_soil_tilled,Dry Farmland
lolidimensions,tile,frozen_soil_tilled,lolidimensions:frozen_soil_tilled,Frozen Farmland
lolidimensions,tile,meadow_soil_rich_tilled,lolidimensions:meadow_soil_rich_tilled,Fertile Meadow Farmland
lolidimensions,tile,chestnut_soil_rich_tilled,lolidimensions:chestnut_soil_rich_tilled,Fertile Chestnut Farmland
lolidimensions,tile,swamp_soil_rich_tilled,lolidimensions:swamp_soil_rich_tilled,Fertile Swamp Farmland
lolidimensions,tile,forest_soil_rich_tilled,lolidimensions:forest_soil_rich_tilled,Fertile Forest Farmland
lolidimensions,tile,enchanted_soil_rich_tilled,lolidimensions:enchanted_soil_rich_tilled,Fertile Enchanted Farmland
lolidimensions,tile,dried_soil_rich_tilled,lolidimensions:dried_soil_rich_tilled,Fertile Dry Farmland
lolidimensions,tile,frozen_soil_rich_tilled,lolidimensions:frozen_soil_rich_tilled,Fertile Frozen Farmland
lolidimensions,tile,mud,lolidimensions:mud,Mud
lolidimensions,tile,willow_bark,lolidimensions:willow_bark,Willow Bark
lolidimensions,tile,willow_log,lolidimensions:willow_log,Willow Log
